n               h               x               v              v^              S*           v_fin               u             err           mul_s           div_s               
766            0.01            7.66             inf             inf       -nan(ind)             inf               0               0               0               0
767            0.01            7.67             inf             inf       -nan(ind)             inf               0               0               0               0
768            0.01            7.68             inf             inf       -nan(ind)             inf               0               0               0               0
769            0.01            7.69             inf             inf       -nan(ind)             inf               0               0               0               0
770            0.01             7.7             inf             inf       -nan(ind)             inf               0               0               0               0
771            0.01            7.71             inf             inf       -nan(ind)             inf               0               0               0               0
772            0.01            7.72             inf             inf       -nan(ind)             inf               0               0               0               0
773            0.01            7.73             inf             inf       -nan(ind)             inf               0               0               0               0
774            0.01            7.74             inf             inf       -nan(ind)             inf               0               0               0               0
775            0.01            7.75             inf             inf       -nan(ind)             inf               0               0               0               0
776            0.01            7.76             inf             inf       -nan(ind)             inf               0               0               0               0
777            0.01            7.77             inf             inf       -nan(ind)             inf               0               0               0               0
778            0.01            7.78             inf             inf       -nan(ind)             inf               0               0               0               0
779            0.01            7.79             inf             inf       -nan(ind)             inf               0               0               0               0
780            0.01             7.8             inf             inf       -nan(ind)             inf               0               0               0               0
781            0.01            7.81             inf             inf       -nan(ind)             inf               0               0               0               0
782            0.01            7.82             inf             inf       -nan(ind)             inf               0               0               0               0
783            0.01            7.83             inf             inf       -nan(ind)             inf               0               0               0               0
784            0.01            7.84             inf             inf       -nan(ind)             inf               0               0               0               0
785            0.01            7.85             inf             inf       -nan(ind)             inf               0               0               0               0
786            0.01            7.86             inf             inf       -nan(ind)             inf               0               0               0               0
787            0.01            7.87             inf             inf       -nan(ind)             inf               0               0               0               0
788            0.01            7.88             inf             inf       -nan(ind)             inf               0               0               0               0
789            0.01            7.89             inf             inf       -nan(ind)             inf               0               0               0               0
790            0.01             7.9             inf             inf       -nan(ind)             inf               0               0               0               0
791            0.01            7.91             inf             inf       -nan(ind)             inf               0               0               0               0
792            0.01            7.92             inf             inf       -nan(ind)             inf               0               0               0               0
793            0.01            7.93             inf             inf       -nan(ind)             inf               0               0               0               0
794            0.01            7.94             inf             inf       -nan(ind)             inf               0               0               0               0
795            0.01            7.95             inf             inf       -nan(ind)             inf               0               0               0               0
796            0.01            7.96             inf             inf       -nan(ind)             inf               0               0               0               0
797            0.01            7.97             inf             inf       -nan(ind)             inf               0               0               0               0
798            0.01            7.98             inf             inf       -nan(ind)             inf               0               0               0               0
799            0.01            7.99             inf             inf       -nan(ind)             inf               0               0               0               0
800            0.01               8             inf             inf       -nan(ind)             inf               0               0               0               0
801            0.01            8.01             inf             inf       -nan(ind)             inf               0               0               0               0
802            0.01            8.02             inf             inf       -nan(ind)             inf               0               0               0               0
803            0.01            8.03             inf             inf       -nan(ind)             inf               0               0               0               0
804            0.01            8.04             inf             inf       -nan(ind)             inf               0               0               0               0
805            0.01            8.05             inf             inf       -nan(ind)             inf               0               0               0               0
806            0.01            8.06             inf             inf       -nan(ind)             inf               0               0               0               0
807            0.01            8.07             inf             inf       -nan(ind)             inf               0               0               0               0
808            0.01            8.08             inf             inf       -nan(ind)             inf               0               0               0               0
809            0.01            8.09             inf             inf       -nan(ind)             inf               0               0               0               0
810            0.01             8.1             inf             inf       -nan(ind)             inf               0               0               0               0
811            0.01            8.11             inf             inf       -nan(ind)             inf               0               0               0               0
812            0.01            8.12             inf             inf       -nan(ind)             inf               0               0               0               0
813            0.01            8.13             inf             inf       -nan(ind)             inf               0               0               0               0
814            0.01            8.14             inf             inf       -nan(ind)             inf               0               0               0               0
815            0.01            8.15             inf             inf       -nan(ind)             inf               0               0               0               0
816            0.01            8.16             inf             inf       -nan(ind)             inf               0               0               0               0
817            0.01            8.17             inf             inf       -nan(ind)             inf               0               0               0               0
818            0.01            8.18             inf             inf       -nan(ind)             inf               0               0               0               0
819            0.01            8.19             inf             inf       -nan(ind)             inf               0               0               0               0
820            0.01             8.2             inf             inf       -nan(ind)             inf               0               0               0               0
821            0.01            8.21             inf             inf       -nan(ind)             inf               0               0               0               0
822            0.01            8.22             inf             inf       -nan(ind)             inf               0               0               0               0
823            0.01            8.23             inf             inf       -nan(ind)             inf               0               0               0               0
824            0.01            8.24             inf             inf       -nan(ind)             inf               0               0               0               0
825            0.01            8.25             inf             inf       -nan(ind)             inf               0               0               0               0
826            0.01            8.26             inf             inf       -nan(ind)             inf               0               0               0               0
827            0.01            8.27             inf             inf       -nan(ind)             inf               0               0               0               0
828            0.01            8.28             inf             inf       -nan(ind)             inf               0               0               0               0
829            0.01            8.29             inf             inf       -nan(ind)             inf               0               0               0               0
830            0.01             8.3             inf             inf       -nan(ind)             inf               0               0               0               0
831            0.01            8.31             inf             inf       -nan(ind)             inf               0               0               0               0
832            0.01            8.32             inf             inf       -nan(ind)             inf               0               0               0               0
833            0.01            8.33             inf             inf       -nan(ind)             inf               0               0               0               0
834            0.01            8.34             inf             inf       -nan(ind)             inf               0               0               0               0
835            0.01            8.35             inf             inf       -nan(ind)             inf               0               0               0               0
836            0.01            8.36             inf             inf       -nan(ind)             inf               0               0               0               0
837            0.01            8.37             inf             inf       -nan(ind)             inf               0               0               0               0
838            0.01            8.38             inf             inf       -nan(ind)             inf               0               0               0               0
839            0.01            8.39             inf             inf       -nan(ind)             inf               0               0               0               0
840            0.01             8.4             inf             inf       -nan(ind)             inf               0               0               0               0
841            0.01            8.41             inf             inf       -nan(ind)             inf               0               0               0               0
842            0.01            8.42             inf             inf       -nan(ind)             inf               0               0               0               0
843            0.01            8.43             inf             inf       -nan(ind)             inf               0               0               0               0
844            0.01            8.44             inf             inf       -nan(ind)             inf               0               0               0               0
845            0.01            8.45             inf             inf       -nan(ind)             inf               0               0               0               0
846            0.01            8.46             inf             inf       -nan(ind)             inf               0               0               0               0
847            0.01            8.47             inf             inf       -nan(ind)             inf               0               0               0               0
848            0.01            8.48             inf             inf       -nan(ind)             inf               0               0               0               0
849            0.01            8.49             inf             inf       -nan(ind)             inf               0               0               0               0
850            0.01             8.5             inf             inf       -nan(ind)             inf               0               0               0               0
851            0.01            8.51             inf             inf       -nan(ind)             inf               0               0               0               0
852            0.01            8.52             inf             inf       -nan(ind)             inf               0               0               0               0
853            0.01            8.53             inf             inf       -nan(ind)             inf               0               0               0               0
854            0.01            8.54             inf             inf       -nan(ind)             inf               0               0               0               0
855            0.01            8.55             inf             inf       -nan(ind)             inf               0               0               0               0
856            0.01            8.56             inf             inf       -nan(ind)             inf               0               0               0               0
857            0.01            8.57             inf             inf       -nan(ind)             inf               0               0               0               0
858            0.01            8.58             inf             inf       -nan(ind)             inf               0               0               0               0
859            0.01            8.59             inf             inf       -nan(ind)             inf               0               0               0               0
860            0.01             8.6             inf             inf       -nan(ind)             inf               0               0               0               0
861            0.01            8.61             inf             inf       -nan(ind)             inf               0               0               0               0
862            0.01            8.62             inf             inf       -nan(ind)             inf               0               0               0               0
863            0.01            8.63             inf             inf       -nan(ind)             inf               0               0               0               0
864            0.01            8.64             inf             inf       -nan(ind)             inf               0               0               0               0
865            0.01            8.65             inf             inf       -nan(ind)             inf               0               0               0               0
866            0.01            8.66             inf             inf       -nan(ind)             inf               0               0               0               0
867            0.01            8.67             inf             inf       -nan(ind)             inf               0               0               0               0
868            0.01            8.68             inf             inf       -nan(ind)             inf               0               0               0               0
869            0.01            8.69             inf             inf       -nan(ind)             inf               0               0               0               0
870            0.01             8.7             inf             inf       -nan(ind)             inf               0               0               0               0
871            0.01            8.71             inf             inf       -nan(ind)             inf               0               0               0               0
872            0.01            8.72             inf             inf       -nan(ind)             inf               0               0               0               0
873            0.01            8.73             inf             inf       -nan(ind)             inf               0               0               0               0
874            0.01            8.74             inf             inf       -nan(ind)             inf               0               0               0               0
875            0.01            8.75             inf             inf       -nan(ind)             inf               0               0               0               0
876            0.01            8.76             inf             inf       -nan(ind)             inf               0               0               0               0
877            0.01            8.77             inf             inf       -nan(ind)             inf               0               0               0               0
878            0.01            8.78             inf             inf       -nan(ind)             inf               0               0               0               0
879            0.01            8.79             inf             inf       -nan(ind)             inf               0               0               0               0
880            0.01             8.8             inf             inf       -nan(ind)             inf               0               0               0               0
881            0.01            8.81             inf             inf       -nan(ind)             inf               0               0               0               0
882            0.01            8.82             inf             inf       -nan(ind)             inf               0               0               0               0
883            0.01            8.83             inf             inf       -nan(ind)             inf               0               0               0               0
884            0.01            8.84             inf             inf       -nan(ind)             inf               0               0               0               0
885            0.01            8.85             inf             inf       -nan(ind)             inf               0               0               0               0
886            0.01            8.86             inf             inf       -nan(ind)             inf               0               0               0               0
887            0.01            8.87             inf             inf       -nan(ind)             inf               0               0               0               0
888            0.01            8.88             inf             inf       -nan(ind)             inf               0               0               0               0
889            0.01            8.89             inf             inf       -nan(ind)             inf               0               0               0               0
890            0.01             8.9             inf             inf       -nan(ind)             inf               0               0               0               0
891            0.01            8.91             inf             inf       -nan(ind)             inf               0               0               0               0
892            0.01            8.92             inf             inf       -nan(ind)             inf               0               0               0               0
893            0.01            8.93             inf             inf       -nan(ind)             inf               0               0               0               0
894            0.01            8.94             inf             inf       -nan(ind)             inf               0               0               0               0
895            0.01            8.95             inf             inf       -nan(ind)             inf               0               0               0               0
896            0.01            8.96             inf             inf       -nan(ind)             inf               0               0               0               0
897            0.01            8.97             inf             inf       -nan(ind)             inf               0               0               0               0
898            0.01            8.98             inf             inf       -nan(ind)             inf               0               0               0               0
899            0.01            8.99             inf             inf       -nan(ind)             inf               0               0               0               0
900            0.01               9             inf             inf       -nan(ind)             inf               0               0               0               0
901            0.01            9.01             inf             inf       -nan(ind)             inf               0               0               0               0
902            0.01            9.02             inf             inf       -nan(ind)             inf               0               0               0               0
903            0.01            9.03             inf             inf       -nan(ind)             inf               0               0               0               0
904            0.01            9.04             inf             inf       -nan(ind)             inf               0               0               0               0
905            0.01            9.05             inf             inf       -nan(ind)             inf               0               0               0               0
906            0.01            9.06             inf             inf       -nan(ind)             inf               0               0               0               0
907            0.01            9.07             inf             inf       -nan(ind)             inf               0               0               0               0
908            0.01            9.08             inf             inf       -nan(ind)             inf               0               0               0               0
909            0.01            9.09             inf             inf       -nan(ind)             inf               0               0               0               0
910            0.01             9.1             inf             inf       -nan(ind)             inf               0               0               0               0
911            0.01            9.11             inf             inf       -nan(ind)             inf               0               0               0               0
912            0.01            9.12             inf             inf       -nan(ind)             inf               0               0               0               0
913            0.01            9.13             inf             inf       -nan(ind)             inf               0               0               0               0
914            0.01            9.14             inf             inf       -nan(ind)             inf               0               0               0               0
915            0.01            9.15             inf             inf       -nan(ind)             inf               0               0               0               0
916            0.01            9.16             inf             inf       -nan(ind)             inf               0               0               0               0
917            0.01            9.17             inf             inf       -nan(ind)             inf               0               0               0               0
918            0.01            9.18             inf             inf       -nan(ind)             inf               0               0               0               0
919            0.01            9.19             inf             inf       -nan(ind)             inf               0               0               0               0
920            0.01             9.2             inf             inf       -nan(ind)             inf               0               0               0               0
921            0.01            9.21             inf             inf       -nan(ind)             inf               0               0               0               0
922            0.01            9.22             inf             inf       -nan(ind)             inf               0               0               0               0
923            0.01            9.23             inf             inf       -nan(ind)             inf               0               0               0               0
924            0.01            9.24             inf             inf       -nan(ind)             inf               0               0               0               0
925            0.01            9.25             inf             inf       -nan(ind)             inf               0               0               0               0
926            0.01            9.26             inf             inf       -nan(ind)             inf               0               0               0               0
927            0.01            9.27             inf             inf       -nan(ind)             inf               0               0               0               0
928            0.01            9.28             inf             inf       -nan(ind)             inf               0               0               0               0
929            0.01            9.29             inf             inf       -nan(ind)             inf               0               0               0               0
930            0.01             9.3             inf             inf       -nan(ind)             inf               0               0               0               0
931            0.01            9.31             inf             inf       -nan(ind)             inf               0               0               0               0
932            0.01            9.32             inf             inf       -nan(ind)             inf               0               0               0               0
933            0.01            9.33             inf             inf       -nan(ind)             inf               0               0               0               0
934            0.01            9.34             inf             inf       -nan(ind)             inf               0               0               0               0
935            0.01            9.35             inf             inf       -nan(ind)             inf               0               0               0               0
936            0.01            9.36             inf             inf       -nan(ind)             inf               0               0               0               0
937            0.01            9.37             inf             inf       -nan(ind)             inf               0               0               0               0
938            0.01            9.38             inf             inf       -nan(ind)             inf               0               0               0               0
939            0.01            9.39             inf             inf       -nan(ind)             inf               0               0               0               0
940            0.01             9.4             inf             inf       -nan(ind)             inf               0               0               0               0
941            0.01            9.41             inf             inf       -nan(ind)             inf               0               0               0               0
942            0.01            9.42             inf             inf       -nan(ind)             inf               0               0               0               0
943            0.01            9.43             inf             inf       -nan(ind)             inf               0               0               0               0
944            0.01            9.44             inf             inf       -nan(ind)             inf               0               0               0               0
945            0.01            9.45             inf             inf       -nan(ind)             inf               0               0               0               0
946            0.01            9.46             inf             inf       -nan(ind)             inf               0               0               0               0
947            0.01            9.47             inf             inf       -nan(ind)             inf               0               0               0               0
948            0.01            9.48             inf             inf       -nan(ind)             inf               0               0               0               0
949            0.01            9.49             inf             inf       -nan(ind)             inf               0               0               0               0
950            0.01             9.5             inf             inf       -nan(ind)             inf               0               0               0               0
951            0.01            9.51             inf             inf       -nan(ind)             inf               0               0               0               0
952            0.01            9.52             inf             inf       -nan(ind)             inf               0               0               0               0
953            0.01            9.53             inf             inf       -nan(ind)             inf               0               0               0               0
954            0.01            9.54             inf             inf       -nan(ind)             inf               0               0               0               0
955            0.01            9.55             inf             inf       -nan(ind)             inf               0               0               0               0
956            0.01            9.56             inf             inf       -nan(ind)             inf               0               0               0               0
957            0.01            9.57             inf             inf       -nan(ind)             inf               0               0               0               0
958            0.01            9.58             inf             inf       -nan(ind)             inf               0               0               0               0
959            0.01            9.59             inf             inf       -nan(ind)             inf               0               0               0               0
960            0.01             9.6             inf             inf       -nan(ind)             inf               0               0               0               0
961            0.01            9.61             inf             inf       -nan(ind)             inf               0               0               0               0
962            0.01            9.62             inf             inf       -nan(ind)             inf               0               0               0               0
963            0.01            9.63             inf             inf       -nan(ind)             inf               0               0               0               0
964            0.01            9.64             inf             inf       -nan(ind)             inf               0               0               0               0
965            0.01            9.65             inf             inf       -nan(ind)             inf               0               0               0               0
966            0.01            9.66             inf             inf       -nan(ind)             inf               0               0               0               0
967            0.01            9.67             inf             inf       -nan(ind)             inf               0               0               0               0
968            0.01            9.68             inf             inf       -nan(ind)             inf               0               0               0               0
969            0.01            9.69             inf             inf       -nan(ind)             inf               0               0               0               0
970            0.01             9.7             inf             inf       -nan(ind)             inf               0               0               0               0
971            0.01            9.71             inf             inf       -nan(ind)             inf               0               0               0               0
972            0.01            9.72             inf             inf       -nan(ind)             inf               0               0               0               0
973            0.01            9.73             inf             inf       -nan(ind)             inf               0               0               0               0
974            0.01            9.74             inf             inf       -nan(ind)             inf               0               0               0               0
975            0.01            9.75             inf             inf       -nan(ind)             inf               0               0               0               0
976            0.01            9.76             inf             inf       -nan(ind)             inf               0               0               0               0
977            0.01            9.77             inf             inf       -nan(ind)             inf               0               0               0               0
978            0.01            9.78             inf             inf       -nan(ind)             inf               0               0               0               0
979            0.01            9.79             inf             inf       -nan(ind)             inf               0               0               0               0
980            0.01             9.8             inf             inf       -nan(ind)             inf               0               0               0               0
981            0.01            9.81             inf             inf       -nan(ind)             inf               0               0               0               0
982            0.01            9.82             inf             inf       -nan(ind)             inf               0               0               0               0
983            0.01            9.83             inf             inf       -nan(ind)             inf               0               0               0               0
984            0.01            9.84             inf             inf       -nan(ind)             inf               0               0               0               0
985            0.01            9.85             inf             inf       -nan(ind)             inf               0               0               0               0
986            0.01            9.86             inf             inf       -nan(ind)             inf               0               0               0               0
987            0.01            9.87             inf             inf       -nan(ind)             inf               0               0               0               0
988            0.01            9.88             inf             inf       -nan(ind)             inf               0               0               0               0
989            0.01            9.89             inf             inf       -nan(ind)             inf               0               0               0               0
990            0.01             9.9             inf             inf       -nan(ind)             inf               0               0               0               0
991            0.01            9.91             inf             inf       -nan(ind)             inf               0               0               0               0
992            0.01            9.92             inf             inf       -nan(ind)             inf               0               0               0               0
993            0.01            9.93             inf             inf       -nan(ind)             inf               0               0               0               0
994            0.01            9.94             inf             inf       -nan(ind)             inf               0               0               0               0
995            0.01            9.95             inf             inf       -nan(ind)             inf               0               0               0               0
996            0.01            9.96             inf             inf       -nan(ind)             inf               0               0               0               0
997            0.01            9.97             inf             inf       -nan(ind)             inf               0               0               0               0
998            0.01            9.98             inf             inf       -nan(ind)             inf               0               0               0               0
999            0.01            9.99             inf             inf       -nan(ind)             inf               0               0               0               0
1000            0.01              10             inf             inf       -nan(ind)             inf               0               0               0               0
1001            0.01              10             inf             inf       -nan(ind)             inf               0               0               0               0
